donation_id,donor_id,donation_amount,donation_date,campaign_type,payment_method
T10551,D0090,392.35,2024-09-17,Environment,Net Banking
T11236,D0106,409.55,2023-08-23,Health,Credit Card
T10203,D0150,467.65,2023-02-03,Health,Debit Card
T11789,D0133,156.13,2023-06-16,Animal Welfare,UPI
T11567,D0262,30.08,2024-02-18,Health,Debit Card
T10995,D0251,29.21,2024-01-03,Health,Credit Card
T11781,D0014,474.07,2023-01-03,Health,Debit Card
T11823,D0188,308.01,2024-12-15,Animal Welfare,Credit Card
T11691,D0215,149.66,2023-07-23,Disaster Relief,Credit Card
T10488,D0215,610.8,2023-09-12,Health,Debit Card
T10430,D0098,40.86,2023-10-20,Disaster Relief,UPI
T10837,D0154,100.01,2023-09-24,Health,UPI
T10869,D0270,594.18,2024-05-04,Education,Debit Card
T10266,D0295,248.81,2023-10-30,Disaster Relief,UPI
T10227,D0249,109.88,2023-05-05,Education,Credit Card
T11760,D0246,131.17,2023-02-11,Health,UPI
T10314,D0051,371.55,2024-12-19,Education,Credit Card
T10442,D0263,103.77,2024-11-26,Health,UPI
T10218,D0171,219.75,2023-11-25,Education,Credit Card
T11131,D0051,146.99,2023-07-22,Animal Welfare,Net Banking
T10044,D0205,69.89,2024-11-18,Disaster Relief,Net Banking
T11909,D0121,42.24,2024-03-09,Health,Credit Card
T10851,D0152,287.23,2024-05-25,Environment,Net Banking
T11748,D0086,295.66,2024-09-25,Health,Debit Card
T10826,D0150,95.04,2023-09-25,Disaster Relief,Net Banking
T10157,D0132,296.78,2024-01-13,Health,UPI
T11797,D0274,24.96,2024-08-16,Disaster Relief,Credit Card
T10127,D0218,404.27,2023-08-13,Health,Net Banking
T11067,D0284,33.41,2024-10-09,Health,Credit Card
T11662,D0050,513.63,2024-04-12,Animal Welfare,Credit Card
T11235,D0103,101.94,2023-08-29,Health,Debit Card
T11599,D0143,459.22,2023-09-16,Health,Debit Card
T10700,D0125,162.11,2024-06-12,Health,Credit Card
T11141,D0250,95.48,2024-07-18,Education,Credit Card
T11629,D0083,129.7,2023-03-17,Disaster Relief,UPI
T10022,D0109,79.1,2024-11-02,Environment,
T10317,D0049,48.06,2023-11-17,Environment,Debit Card
T11013,D0057,18.05,2024-08-10,Environment,Credit Card
T10112,D0064,540.99,2023-11-04,Animal Welfare,Debit Card
T10889,D0194,65.72,2023-12-26,Animal Welfare,Net Banking
T10966,D0133,263.91,2024-03-04,Environment,Net Banking
T10241,D0293,625.51,2024-01-28,Health,Net Banking
T11057,D0056,112.81,2024-02-29,Education,UPI
T11077,D0278,237.67,2023-02-03,Disaster Relief,Net Banking
T10160,D0102,101.7,2023-03-19,Animal Welfare,Credit Card
T11720,D0152,40.69,2024-03-12,Disaster Relief,Credit Card
T11354,D0137,143.37,2024-06-25,Education,UPI
T10161,D0053,210.1,2024-12-14,Disaster Relief,UPI
T10689,D0221,51.42,2023-04-19,Education,UPI
T11820,D0297,56.06,2023-01-15,Animal Welfare,Credit Card
T10038,D0186,240.55,2023-11-11,Health,UPI
T11357,D0098,119.54,2023-07-17,Animal Welfare,Credit Card
T10690,D0133,88.22,2023-08-16,Animal Welfare,Credit Card
T10787,D0143,112.45,2023-03-27,Disaster Relief,UPI
T11402,D0044,17.47,2023-04-26,Education,Credit Card
T11215,D0045,59.89,2023-10-10,,Debit Card
T11069,D0068,77.72,2024-12-28,Health,Debit Card
T11461,D0233,220.67,2023-04-03,,Debit Card
T11666,D0062,56.77,2024-12-01,Animal Welfare,Credit Card
T10220,D0206,224.36,2024-07-17,Education,Net Banking
T11337,D0166,238.03,2024-04-24,Disaster Relief,Credit Card
T10648,D0041,321.34,2024-05-27,Disaster Relief,UPI
T10790,D0224,43.29,2023-09-02,Education,Credit Card
T10132,D0231,35.54,2023-09-23,Health,Debit Card
T10581,D0179,792.73,2023-05-02,Health,Net Banking
T10603,D0125,28.58,2023-09-19,Health,Debit Card
T11860,D0244,309.62,2024-07-29,Health,UPI
T10695,D0160,198.64,2023-12-18,Environment,Credit Card
T10393,D0122,309.59,2024-03-30,Animal Welfare,
T11577,D0006,215.43,2023-03-15,Education,Credit Card
T11931,D0081,174.87,2023-09-13,Animal Welfare,Credit Card
T10755,D0155,326.0,2023-06-12,Disaster Relief,UPI
T11708,D0077,203.3,2024-08-10,Education,Net Banking
T10095,D0287,146.16,2024-02-21,Animal Welfare,Credit Card
T11984,D0023,38.65,2024-11-02,Animal Welfare,Net Banking
T11775,D0193,85.79,2023-04-01,Education,Net Banking
T11341,D0095,134.21,2023-01-20,Animal Welfare,Debit Card
T11272,D0037,312.69,2023-03-23,Health,Debit Card
T10181,D0233,34.09,2023-10-05,Disaster Relief,Debit Card
T10229,D0283,209.47,2024-02-22,Education,
T11905,D0204,55.25,2023-05-24,,UPI
T11186,D0023,242.88,2024-12-15,Animal Welfare,Net Banking
T11849,D0156,217.58,2024-09-28,Animal Welfare,UPI
T11450,D0267,147.5,2023-04-22,Environment,Net Banking
T11728,D0165,346.37,2023-12-28,Disaster Relief,
T10633,D0124,161.91,2023-07-16,Animal Welfare,Debit Card
T10517,D0294,342.73,2024-12-18,Education,Credit Card
T10223,D0278,101.68,2024-04-18,Environment,UPI
T11868,D0121,38.25,2024-10-25,Disaster Relief,UPI
T10401,D0146,475.69,2023-03-27,Health,Debit Card
T11603,D0249,97.7,2023-07-05,Animal Welfare,UPI
T11602,D0190,61.41,2023-06-29,Disaster Relief,Credit Card
T10687,D0056,75.7,2023-09-12,Disaster Relief,Credit Card
T10584,D0273,210.7,2024-01-24,Health,Credit Card
T10078,D0038,98.78,2024-07-04,Health,Debit Card
T10912,D0177,205.71,2024-07-08,Environment,Credit Card
T10502,D0192,84.08,2023-12-14,Animal Welfare,Debit Card
T11355,D0156,423.38,2023-03-21,Health,UPI
T11467,D0084,114.48,2023-05-29,Health,UPI
T11899,D0217,316.3,2024-10-24,Education,Credit Card
T10616,D0024,22.6,2024-07-30,Health,Credit Card
T10860,D0082,308.8,2023-04-13,Health,Credit Card
T11204,D0282,144.14,2024-09-20,Education,Credit Card
T10165,D0222,370.73,2024-01-06,Environment,Credit Card
T11702,D0113,84.74,2023-10-30,Animal Welfare,Credit Card
T11231,D0205,62.26,2024-11-20,Disaster Relief,UPI
T11168,D0246,11.28,2024-05-05,Health,Credit Card
T10527,D0251,73.88,2023-11-21,Environment,Debit Card
T10019,D0286,78.84,2023-08-13,Disaster Relief,UPI
T11137,D0220,146.7,2023-06-22,Education,Debit Card
T11610,D0273,434.18,2023-08-28,Environment,Net Banking
T10253,D0228,86.23,2023-06-20,Disaster Relief,UPI
T10634,D0182,32.67,2023-10-01,Environment,UPI
T10880,D0291,62.55,2023-02-03,Health,Debit Card
T11404,D0057,228.01,2023-11-09,Environment,Net Banking
T11385,D0026,88.66,2024-11-20,Environment,Net Banking
T11430,D0071,131.3,2023-11-13,Animal Welfare,Credit Card
T11678,D0093,48.12,2024-05-26,Animal Welfare,UPI
T11749,D0094,39.49,2023-06-29,Health,Credit Card
T11540,D0048,256.92,2024-12-16,Environment,UPI
T11261,D0204,329.46,2023-04-12,Health,UPI
T11227,D0247,74.1,2023-04-30,Disaster Relief,UPI
T10809,D0115,34.04,2024-06-12,Education,Net Banking
T10336,D0027,396.84,2023-06-09,Health,UPI
T11312,D0191,168.63,2024-04-19,Education,Debit Card
T10602,D0286,48.96,2024-06-26,Health,
T11075,D0147,121.64,2024-11-30,Disaster Relief,Credit Card
T11883,D0219,296.36,2023-08-03,Disaster Relief,UPI
T10391,D0079,116.42,2023-06-16,Health,Credit Card
T11405,D0012,138.73,2023-12-06,Health,
T10597,D0196,47.83,2024-06-21,Disaster Relief,Net Banking
T11009,D0268,144.44,2023-07-26,Disaster Relief,Net Banking
T11142,D0042,236.65,2023-10-15,Health,Credit Card
T10637,D0048,65.54,2024-02-20,Environment,Net Banking
T10061,D0048,73.31,2023-08-31,Health,Net Banking
T11718,D0095,833.06,2024-01-15,Environment,UPI
T10421,D0192,321.77,2023-09-17,Education,Debit Card
T10838,D0208,183.78,2024-04-08,Animal Welfare,Credit Card
T10046,D0116,84.71,2023-03-07,Disaster Relief,UPI
T10098,D0128,15.15,2023-10-01,Health,UPI
T11394,D0125,92.2,2023-03-15,Disaster Relief,Net Banking
T11322,D0185,420.81,2023-02-23,Health,UPI
T11800,D0084,637.01,2023-04-15,Health,Credit Card
T11412,D0199,72.87,2024-11-07,Disaster Relief,Debit Card
T11677,D0211,113.16,2023-09-02,Health,UPI
T10362,D0289,132.59,2024-08-16,Environment,Debit Card
T11594,D0151,267.72,2023-10-24,Health,UPI
T11054,D0072,1246.44,2024-02-24,Education,Debit Card
T10620,D0256,50.8,2024-07-17,Disaster Relief,Debit Card
T10084,D0140,84.5,2023-10-16,Animal Welfare,Credit Card
T11014,D0047,254.55,2024-06-07,Education,UPI
T11587,D0189,113.61,2023-04-26,Animal Welfare,Net Banking
T10664,D0199,31.47,2023-03-28,Animal Welfare,Credit Card
T10858,D0113,176.41,2023-01-31,Disaster Relief,UPI
T11293,D0006,243.89,2023-01-01,Animal Welfare,Credit Card
T11046,D0047,63.04,2024-09-10,Animal Welfare,Debit Card
T10356,D0171,15.37,2023-06-22,Education,UPI
T11163,D0257,282.13,2023-05-23,Environment,Credit Card
T11653,D0200,99.3,2023-03-06,Animal Welfare,Debit Card
T11568,D0032,205.56,2024-01-14,Animal Welfare,UPI
T11986,D0025,270.35,2024-10-21,Disaster Relief,Debit Card
T10743,D0213,149.72,2024-01-20,Environment,UPI
T10222,D0060,29.67,2024-02-18,Animal Welfare,UPI
T11754,D0230,754.89,2024-07-06,Health,Debit Card
T10625,D0004,102.06,2024-02-27,,Credit Card
T11606,D0226,24.0,2024-10-14,Health,Credit Card
T11990,D0107,300.07,2023-06-16,Environment,Net Banking
T10140,D0200,666.4,2024-08-21,Education,Net Banking
T10129,D0234,152.98,2023-05-17,Environment,Debit Card
T10656,D0195,76.75,2024-12-29,Health,Net Banking
T11451,D0022,202.39,2023-09-09,Animal Welfare,Net Banking
T10663,D0198,64.16,2023-01-13,Disaster Relief,Net Banking
T10344,D0071,111.67,2023-09-19,Disaster Relief,Debit Card
T11315,D0093,216.33,2023-07-16,Disaster Relief,Net Banking
T11398,D0177,202.02,2024-08-31,Education,Debit Card
T11958,D0287,212.22,2023-02-12,Animal Welfare,Credit Card
T11356,D0052,471.93,2023-08-25,Animal Welfare,Net Banking
T11004,D0005,338.56,2023-11-05,Environment,UPI
T10353,D0046,45.57,2024-03-23,Education,Credit Card
T11645,D0029,291.52,2024-10-09,Education,Debit Card
T10456,D0034,12.28,2024-07-17,Animal Welfare,Debit Card
T11806,D0089,226.57,2024-12-27,Disaster Relief,UPI
T10089,D0227,137.81,2024-07-18,Environment,UPI
T10239,D0177,48.99,2023-12-07,Animal Welfare,Net Banking
T10573,D0158,204.62,2023-01-23,Environment,Debit Card
T10873,D0038,115.1,2024-01-18,,UPI
T10230,D0059,326.77,2024-04-17,Education,Credit Card
T10566,D0040,109.6,2024-07-31,Education,UPI
T11604,D0176,24.39,2023-03-28,Health,Credit Card
T10639,D0088,104.73,2023-03-26,Environment,Net Banking
T11489,D0248,129.09,2024-12-06,Animal Welfare,Debit Card
T11900,D0082,171.59,2023-10-07,Health,UPI
T11825,D0182,161.13,2024-01-24,Environment,Credit Card
T11018,D0185,504.17,2024-11-24,Disaster Relief,Net Banking
T10191,D0095,465.02,2023-02-22,Disaster Relief,Net Banking
T11116,D0184,29.19,2024-05-29,Education,Debit Card
T11593,D0294,31.99,2023-12-06,Environment,Debit Card
T11463,D0231,224.5,2024-10-11,Disaster Relief,UPI
T11968,D0097,91.45,2023-06-02,,Credit Card
T11500,D0035,156.41,2023-11-12,Disaster Relief,Debit Card
T10021,D0138,40.05,2023-03-09,Health,Debit Card
T11103,D0250,535.53,2023-02-14,Disaster Relief,Credit Card
T10707,D0275,342.01,2023-07-11,Disaster Relief,Debit Card
T10854,D0279,55.92,2023-01-20,Environment,Debit Card
T11118,D0225,71.74,2024-01-26,Environment,UPI
T11438,D0291,55.09,2024-09-19,Health,Credit Card
T11203,D0110,88.2,2024-06-04,Environment,Debit Card
T10844,D0228,42.19,2023-05-12,Education,Debit Card
T10802,D0117,181.74,2024-06-05,,UPI
T11015,D0132,528.72,2024-10-21,Health,Net Banking
T10779,D0271,214.97,2023-01-13,Disaster Relief,Debit Card
T10797,D0140,176.54,2024-06-20,Education,Debit Card
T11276,D0212,65.43,2023-06-21,Health,UPI
T10899,D0145,27.88,2023-11-01,Health,UPI
T11837,D0062,92.58,2023-05-27,Environment,Net Banking
T10055,D0051,519.89,2023-03-04,Environment,Debit Card
T10384,D0169,275.66,2023-05-11,Animal Welfare,UPI
T11383,D0277,69.72,2024-08-01,Health,Debit Card
T10823,D0044,111.56,2024-08-17,Education,Credit Card
T11997,D0223,24.29,2024-10-07,Environment,UPI
T10217,D0047,284.47,2024-04-26,Disaster Relief,
T11810,D0040,225.94,2023-01-20,Environment,Net Banking
T11574,D0089,58.86,2024-05-01,Health,Credit Card
T10163,D0190,163.48,2023-03-12,Animal Welfare,Debit Card
T10629,D0250,68.19,2023-01-17,Education,Net Banking
T11469,D0148,315.01,2024-10-03,Health,UPI
T11034,D0222,26.02,2024-11-08,Health,Net Banking
T10216,D0093,88.73,2024-08-22,Environment,Net Banking
T10176,D0285,244.84,2023-09-04,Environment,Net Banking
T10688,D0023,303.49,2024-07-30,Environment,Debit Card
T10920,D0076,415.7,2024-09-01,Disaster Relief,Debit Card
T11898,D0238,97.82,2024-05-12,Animal Welfare,Net Banking
T10906,D0242,350.14,2024-05-15,Disaster Relief,UPI
T10194,D0077,92.81,2024-07-30,Disaster Relief,UPI
T10232,D0213,182.03,2024-05-09,Environment,Credit Card
T10368,D0047,53.58,2024-09-21,Animal Welfare,Net Banking
T10968,D0176,177.13,2024-12-31,Health,
T11545,D0034,142.15,2024-05-01,Education,Debit Card
T11415,D0162,561.68,2024-05-11,Animal Welfare,UPI
T10301,D0008,161.58,2024-01-02,Health,Debit Card
T10238,D0077,217.39,2024-04-02,Animal Welfare,Net Banking
T10824,D0202,164.18,2023-03-18,Animal Welfare,UPI
T11299,D0128,255.16,2023-06-17,Environment,Net Banking
T10064,D0200,75.96,2023-09-29,Environment,Debit Card
T11144,D0010,72.13,2024-06-03,Education,Net Banking
T10114,D0284,210.7,2023-05-11,Health,Net Banking
T10777,D0254,266.21,2024-01-31,Education,Credit Card
T11799,D0191,12.44,2024-05-11,Environment,Debit Card
T10852,D0032,57.12,2023-03-31,Disaster Relief,Net Banking
T10404,D0014,87.15,2024-02-29,Education,Net Banking
T11228,D0196,836.75,2024-10-10,Health,Credit Card
T11136,D0290,391.04,2024-08-03,Disaster Relief,Debit Card
T11725,D0287,22.86,2024-12-22,Education,Credit Card
T11032,D0269,62.28,2024-08-13,Animal Welfare,Credit Card
T10732,D0045,228.84,2024-03-25,Education,Credit Card
T10975,D0238,70.83,2023-05-01,Environment,UPI
T11397,D0188,67.19,2023-12-23,Health,Debit Card
T10307,D0267,88.0,2023-11-05,Environment,UPI
T11184,D0247,31.63,2024-11-06,Health,UPI
T10947,D0091,470.55,2024-04-30,,Debit Card
T10747,D0184,166.86,2023-03-06,Animal Welfare,Net Banking
T11102,D0013,440.46,2024-06-13,Disaster Relief,Net Banking
T11569,D0001,130.21,2024-12-21,Animal Welfare,Debit Card
T10347,D0257,19.27,2024-07-26,Disaster Relief,UPI
T11242,D0204,304.74,2023-08-16,Animal Welfare,Credit Card
T10420,D0200,323.64,2024-04-26,Education,Net Banking
T10821,D0144,10.93,2023-04-06,Education,Credit Card
T11159,D0193,15.94,2024-10-31,Environment,Debit Card
T10037,D0166,30.56,2024-05-15,Education,UPI
T11688,D0023,196.41,2023-04-17,Education,Credit Card
T10560,D0061,253.53,2024-10-16,Disaster Relief,Debit Card
T11850,D0040,77.35,2024-11-07,,Net Banking
T11715,D0246,1064.39,2024-11-16,Disaster Relief,Credit Card
T10806,D0165,554.74,2023-09-12,Environment,
T11031,D0134,191.4,2024-11-01,Disaster Relief,UPI
T11674,D0046,322.16,2024-12-24,Animal Welfare,Debit Card
T11301,D0123,560.44,2024-06-13,Animal Welfare,Debit Card
T11325,D0203,92.16,2023-09-06,Education,UPI
T10151,D0216,64.77,2023-09-16,Education,Net Banking
T10941,D0089,171.57,2023-07-17,Health,UPI
T10701,D0170,20.64,2024-07-27,Environment,Net Banking
T10763,D0037,282.47,2023-08-23,Environment,
T11346,D0023,94.91,2023-05-13,Health,UPI
T11304,D0070,256.93,2023-10-24,Education,Net Banking
T11619,D0281,272.35,2023-01-11,Education,UPI
T11333,D0184,1131.73,2023-05-18,Disaster Relief,UPI
T10436,D0280,25.11,2023-10-28,Disaster Relief,UPI
T11486,D0141,110.89,2023-12-04,Animal Welfare,Net Banking
T11222,D0287,123.24,2023-03-16,Animal Welfare,Debit Card
T11917,D0130,189.81,2024-07-19,Environment,Debit Card
T10086,D0129,271.58,2023-02-22,Education,Net Banking
T10375,D0269,86.83,2024-06-19,Animal Welfare,Credit Card
T10289,D0080,188.73,2024-02-29,Education,Net Banking
T11633,D0092,327.39,2024-10-22,Environment,UPI
T10297,D0284,58.62,2023-08-01,Animal Welfare,Credit Card
T11592,D0241,37.48,2024-04-09,Animal Welfare,Net Banking
T10775,D0266,42.48,2024-09-13,Animal Welfare,Credit Card
T10893,D0054,111.23,2023-03-17,Disaster Relief,Credit Card
T10784,D0031,50.08,2024-02-12,Animal Welfare,Debit Card
T10708,D0101,68.78,2024-04-13,Education,Debit Card
T11575,D0285,30.12,2024-01-29,Disaster Relief,Net Banking
T10509,D0260,268.72,2024-06-05,Animal Welfare,Net Banking
T10288,D0190,77.53,2024-11-17,Animal Welfare,Net Banking
T10499,D0186,866.77,2024-07-20,Disaster Relief,UPI
T10234,D0098,53.44,2024-09-05,Animal Welfare,Credit Card
T10256,D0126,560.26,2024-06-27,Environment,Credit Card
T10154,D0016,858.81,2023-09-11,Health,UPI
T11890,D0290,30.89,2024-10-03,Education,Credit Card
T10748,D0112,483.9,2024-03-15,Health,Net Banking
T11127,D0114,115.0,2024-09-23,Disaster Relief,Credit Card
T11150,D0123,256.45,2024-09-20,Health,Credit Card
T11259,D0256,184.44,2023-05-18,Animal Welfare,Debit Card
T11029,D0067,363.12,2024-05-09,Environment,UPI
T10622,D0087,102.56,2023-12-27,Health,Credit Card
T10443,D0074,102.61,2024-09-14,,UPI
T10711,D0181,191.09,2024-04-13,Animal Welfare,Credit Card
T10182,D0119,527.24,2023-05-04,Health,Debit Card
T10235,D0036,266.35,2023-10-10,Environment,Debit Card
T11846,D0016,35.91,2023-04-12,Education,UPI
T10224,D0097,71.63,2024-06-14,Disaster Relief,Net Banking
T11372,D0049,395.36,2023-02-08,Environment,Debit Card
T11390,D0135,63.85,2023-03-29,Environment,Net Banking
T10712,D0153,137.57,2024-09-21,Animal Welfare,UPI
T11281,D0054,252.44,2023-09-26,Animal Welfare,Credit Card
T11245,D0202,206.82,2024-12-03,Health,Net Banking
T11845,D0251,65.07,2024-05-24,Health,Credit Card
T11244,D0277,296.28,2023-02-03,Animal Welfare,Debit Card
T10762,D0217,67.13,2024-12-11,Health,Net Banking
T11983,D0138,141.93,2024-08-31,Education,Debit Card
T10715,D0073,540.51,2024-06-07,Environment,Net Banking
T11895,D0132,274.15,2024-12-04,Animal Welfare,Credit Card
T11455,D0217,544.58,2023-10-29,Animal Welfare,UPI
T11482,D0297,167.27,2024-01-04,Education,UPI
T11489,D0248,129.09,2024-12-06,Animal Welfare,Debit Card
T10104,D0275,486.25,2023-12-06,Education,UPI
T11045,D0207,201.35,2024-02-27,Education,UPI
T10338,D0249,138.56,2024-09-13,Environment,Net Banking
T11417,D0288,36.05,2024-12-30,Education,UPI
T10751,D0176,572.12,2024-11-29,Education,UPI
T10928,D0197,210.74,2024-11-01,Environment,Net Banking
T11741,D0012,274.56,2023-08-26,Animal Welfare,Debit Card
T11658,D0297,111.16,2023-08-27,Education,UPI
T10212,D0222,221.09,2023-11-27,Animal Welfare,
T10283,D0114,29.74,2024-10-25,Education,Net Banking
T11170,D0066,201.91,2024-08-10,Animal Welfare,Credit Card
T11010,D0152,60.0,2023-06-14,Education,Net Banking
T10323,D0027,75.68,2023-10-22,Animal Welfare,Debit Card
T11214,D0123,246.63,2024-11-01,Education,Credit Card
T11097,D0112,51.27,2024-09-25,Animal Welfare,Net Banking
T11639,D0078,533.46,2024-12-17,Disaster Relief,Net Banking
T11562,D0076,313.3,2024-11-07,Health,Net Banking
T11359,D0055,189.47,2024-10-15,Animal Welfare,Debit Card
T10334,D0233,19.42,2023-12-16,Health,Debit Card
T10118,D0239,456.16,2024-03-28,Environment,Credit Card
T11062,D0066,302.44,2023-04-17,Environment,Debit Card
T11426,D0214,10.99,2023-09-04,Animal Welfare,Credit Card
T11770,D0229,133.03,2024-07-28,Education,Credit Card
T11643,D0247,205.41,2023-05-05,Animal Welfare,Debit Card
T11613,D0162,88.41,2024-06-26,Education,UPI
T10792,D0029,151.0,2023-11-13,Health,UPI
T10233,D0234,145.66,2024-07-18,Health,Net Banking
T10172,D0250,153.53,2023-08-06,Disaster Relief,Debit Card
T10815,D0101,156.31,2024-07-13,Health,Credit Card
T11064,D0141,119.41,2024-02-12,Disaster Relief,Debit Card
T10209,D0225,45.06,2023-05-08,Environment,Debit Card
T11138,D0127,141.01,2023-08-15,Environment,Debit Card
T11327,D0191,321.84,2023-04-02,Health,Credit Card
T11920,D0131,247.89,2023-11-05,Education,Credit Card
T10057,D0275,53.63,2024-04-04,Health,Net Banking
T11993,D0068,39.09,2024-01-03,Education,Debit Card
T11871,D0020,58.04,2024-04-16,Environment,Net Banking
T10365,D0029,107.59,2023-12-27,Animal Welfare,UPI
T10454,D0038,33.58,2024-04-07,Health,Net Banking
T11724,D0021,245.64,2024-01-10,Disaster Relief,Credit Card
T10918,D0109,298.45,2023-07-17,Health,UPI
T10774,D0014,329.2,2024-11-05,Disaster Relief,Credit Card
T11494,D0093,194.99,2024-09-16,Health,Debit Card
T11798,D0007,24.78,2023-05-21,Animal Welfare,Debit Card
T10871,D0166,73.15,2023-03-02,Education,Credit Card
T11855,D0162,68.13,2024-01-21,Environment,Net Banking
T11263,D0231,131.47,2023-12-09,Disaster Relief,Debit Card
T11618,D0267,173.19,2023-12-12,Health,Debit Card
T10249,D0274,393.48,2024-01-25,Disaster Relief,Net Banking
T11001,D0025,166.13,2024-12-07,Education,Net Banking
T10366,D0159,659.82,2024-04-17,Environment,UPI
T11758,D0152,33.25,2024-04-30,Disaster Relief,Credit Card
T11948,D0149,89.56,2023-09-26,Health,Net Banking
T10834,D0156,147.98,2024-12-22,Animal Welfare,UPI
T11220,D0233,612.63,2024-02-18,Animal Welfare,UPI
T11896,D0208,201.41,2023-09-02,Education,Credit Card
T11765,D0276,88.51,2024-04-01,Education,Net Banking
T11818,D0181,205.99,2023-06-14,Animal Welfare,Credit Card
T10408,D0071,481.58,2023-02-09,Disaster Relief,Net Banking
T11135,D0169,25.84,2024-09-23,Disaster Relief,Credit Card
T11981,D0166,334.55,2023-06-07,Education,UPI
T11513,D0140,13.68,2024-02-28,Education,Net Banking
T11667,D0165,543.56,2023-08-07,Education,Credit Card
T10485,D0164,472.85,2023-09-05,Environment,UPI
T10753,D0064,91.57,2023-06-11,Environment,Net Banking
T11460,D0013,110.13,2023-07-03,Environment,Credit Card
T11485,D0150,101.29,2024-04-27,Health,UPI
T11534,D0277,116.73,2024-03-30,Education,Credit Card
T10475,D0289,1001.37,2023-02-12,Education,UPI
T11213,D0087,326.76,2024-11-21,Education,Debit Card
T11115,D0033,183.54,2024-08-22,Education,UPI
T10935,D0069,73.58,2023-11-04,Environment,Debit Card
T10638,D0283,72.73,2024-05-02,Education,UPI
T11030,D0211,17.54,2024-03-27,,UPI
T10737,D0166,349.22,2024-12-21,Disaster Relief,Debit Card
T11316,D0007,159.48,2023-05-05,,Net Banking
T11464,D0269,1498.34,2024-12-25,Environment,Credit Card
T11305,D0232,419.54,2023-10-06,Animal Welfare,Net Banking
T10686,D0279,179.55,2023-02-07,Disaster Relief,UPI
T10062,D0249,362.91,2024-05-07,Health,Net Banking
T11126,D0263,28.2,2023-05-26,Health,Credit Card
T10327,D0059,199.21,2023-10-13,Animal Welfare,Credit Card
T10285,D0072,17.32,2023-02-16,Education,Debit Card
T11377,D0248,154.65,2023-06-27,Environment,UPI
T11328,D0256,225.0,2023-04-04,Animal Welfare,Debit Card
T10992,D0086,73.53,2023-03-08,Education,Debit Card
T10260,D0131,200.91,2024-11-13,Education,Net Banking
T11996,D0047,637.53,2024-03-08,Disaster Relief,Credit Card
T11498,D0180,105.54,2024-07-27,Health,UPI
T11479,D0170,124.39,2023-03-31,Education,UPI
T10308,D0032,327.13,2024-05-05,Environment,Net Banking
T10801,D0081,43.1,2023-09-19,Education,UPI
T11954,D0027,1291.09,2023-12-07,Health,Net Banking
T10617,D0009,74.84,2023-09-25,Animal Welfare,Net Banking
T11963,D0023,106.85,2023-05-11,Environment,Debit Card
T11891,D0187,112.66,2024-04-18,Health,Credit Card
T11755,D0063,333.43,2023-01-26,Environment,Net Banking
T10465,D0239,103.96,2024-11-27,Animal Welfare,Debit Card
T11229,D0162,115.3,2024-02-27,Disaster Relief,UPI
T11745,D0157,141.3,2023-06-25,Disaster Relief,Credit Card
T10378,D0172,346.91,2023-03-09,Disaster Relief,UPI
T11819,D0259,106.23,2024-08-06,Education,UPI
T11065,D0232,277.56,2023-05-17,Health,Net Banking
T10604,D0041,35.71,2024-04-05,Disaster Relief,UPI
T10115,D0195,420.3,2024-11-24,Health,Debit Card
T10674,D0070,115.66,2023-11-04,Disaster Relief,Credit Card
T10745,D0189,469.67,2024-04-10,Environment,Debit Card
T11493,D0267,25.2,2024-10-09,Environment,Net Banking
T11697,D0070,39.04,2024-04-13,Health,Debit Card
T10710,D0201,295.61,2024-08-24,Education,Debit Card
T10379,D0286,76.22,2024-11-25,Environment,Debit Card
T10999,D0131,128.12,2024-07-01,Animal Welfare,UPI
T10667,D0138,45.03,2024-05-19,Health,UPI
T11386,D0295,306.98,2024-05-31,Education,Credit Card
T11336,D0291,54.51,2023-07-11,Animal Welfare,Debit Card
T10843,D0039,659.2,2023-01-23,Education,Credit Card
T10555,D0197,113.33,2023-08-30,Environment,Debit Card
T10273,D0213,498.92,2023-06-29,Health,Credit Card
T10320,D0222,169.36,2023-04-09,Disaster Relief,Credit Card
T10644,D0162,35.51,2023-01-17,Health,Credit Card
T10757,D0085,162.48,2023-02-23,,Debit Card
T11237,D0183,138.19,2023-06-09,Education,UPI
T11738,D0214,101.7,2024-11-29,Animal Welfare,Credit Card
T10974,D0170,16.34,2024-01-16,Disaster Relief,Debit Card
T11070,D0060,80.28,2023-12-27,Animal Welfare,Net Banking
T11703,D0088,151.1,2024-08-14,Animal Welfare,Credit Card
T11313,D0042,349.98,2023-05-30,Education,Debit Card
T10279,D0275,327.72,2023-05-07,Environment,Debit Card
T10228,D0082,455.21,2023-11-15,Animal Welfare,UPI
T10855,D0246,52.31,2024-07-11,Environment,Debit Card
T10849,D0141,190.96,2023-10-14,Environment,Credit Card
T11306,D0097,260.41,2023-11-25,Education,Credit Card
T11285,D0015,155.84,2023-02-05,Disaster Relief,Debit Card
T11367,D0232,489.45,2024-04-03,Environment,UPI
T11918,D0186,109.36,2024-12-02,Education,Credit Card
T11349,D0251,18.19,2024-06-22,,Debit Card
T11005,D0267,225.05,2023-10-04,Animal Welfare,Credit Card
T11439,D0119,233.82,2024-12-04,Education,Debit Card
T10976,D0299,190.81,2024-08-17,Animal Welfare,UPI
T11181,D0268,93.67,2024-05-31,Environment,Credit Card
T10427,D0151,447.32,2023-07-26,Education,Credit Card
